vehicle_age,odometer_km,engine_hours,load_factor,avg_speed_kmh,idle_time_pct,tire_pressure_ok,ac_usage,maintenance_score,fuel_efficiency_kml
4.7,173401,3252,0.51,34.5,18.6,1,1,65.8,5.81
8.1,241471,4752,0.29,62.4,15.7,1,1,74.3,5.46
11.9,215604,7684,0.92,54.7,9.7,1,1,98.3,5.68
4.8,122824,3644,0.23,79.2,13.8,1,0,90.8,8.6
9.4,178581,6161,0.89,80.0,28.9,1,0,66.7,2.54
13.3,432030,6435,0.49,72.2,18.5,0,0,79.9,3.02
9.2,313829,6065,0.71,65.6,27.1,1,1,87.1,3.33
3.5,61658,1119,0.94,43.2,23.8,0,0,41.5,6.48
0.4,10122,181,0.32,65.2,24.2,0,0,75.3,6.58
13.1,461574,6567,0.65,77.4,13.7,1,1,99.1,4.04
0.3,12252,122,0.81,21.4,23.3,1,1,96.8,6.02
13.1,365248,4088,0.81,52.3,5.8,0,1,89.9,5.43
7.9,307500,2909,0.62,33.1,20.1,1,1,46.4,3.85
14.1,399933,8836,0.7,53.5,25.0,1,1,99.6,4.91
12.0,297804,8401,0.81,48.0,11.4,1,0,76.6,6.3
15.0,541954,11887,0.87,54.5,14.0,0,1,53.4,3.24
5.3,143746,2489,0.81,53.1,12.7,1,1,80.5,6.46
11.5,308382,6901,0.48,77.6,7.5,1,1,91.4,5.35
6.0,164336,4634,1.0,53.1,17.2,1,1,46.7,6.49
7.2,260354,2761,0.55,70.8,39.3,1,1,95.0,4.59
9.4,336957,6201,0.22,39.2,17.4,1,1,95.2,5.74
13.1,328782,8879,0.49,46.3,21.1,1,1,40.8,4.0
14.8,344417,5085,0.3,48.2,27.9,1,1,94.0,5.95
11.5,314587,8420,0.3,36.7,27.7,1,1,96.8,5.17
6.3,183730,4428,0.43,42.8,38.2,1,0,42.3,5.94
6.3,132465,2002,0.24,55.9,35.0,1,1,57.6,6.61
11.1,385559,3823,0.75,54.8,32.8,1,1,62.4,5.43
3.6,97285,1162,0.26,58.2,38.3,0,0,60.9,7.25
1.7,38695,774,0.36,41.1,13.1,1,0,85.5,9.81
5.3,93995,2950,0.27,38.9,26.6,1,1,61.5,5.77
4.3,90356,2439,0.25,56.7,36.1,1,0,97.4,7.94
4.4,172149,1928,0.41,28.0,26.8,1,1,99.7,6.35
3.5,79289,2648,0.66,35.2,39.2,1,0,59.0,4.65
0.6,12136,306,0.97,22.5,8.5,0,1,70.5,5.6
0.3,7109,87,0.9,24.4,20.4,1,1,73.5,5.97
14.8,335982,6669,0.9,34.6,39.2,1,1,74.8,2.0
6.4,101889,3629,0.34,21.2,18.3,0,0,62.5,5.82
5.8,133046,2906,0.41,34.7,30.9,1,0,50.0,5.1
10.2,291596,4454,0.26,59.3,6.1,1,0,43.3,7.39
3.3,94262,1197,0.82,23.7,29.3,1,1,46.4,3.93
14.2,340760,10111,0.26,46.2,37.7,1,0,94.1,4.6
11.8,308828,9413,0.65,74.8,18.4,1,1,56.8,3.35
1.3,52490,623,0.4,67.5,5.7,1,1,44.6,7.05
6.3,153046,3074,0.39,38.3,6.0,0,0,77.4,6.85
13.2,282931,8031,0.99,75.5,36.2,1,0,44.5,2.0
14.2,298819,9342,0.81,39.8,30.3,0,0,44.2,2.11
7.0,185400,3478,0.87,24.4,8.7,1,1,77.3,5.5
9.2,312729,6924,0.66,79.6,6.9,1,0,75.5,5.48
2.5,50485,1453,0.9,72.2,33.2,1,0,42.5,3.93
14.9,486650,7808,0.72,48.0,33.3,1,0,67.6,3.26
3.5,53964,2166,0.96,60.0,9.2,1,1,66.1,7.1
14.1,360218,10979,0.43,60.3,15.6,1,1,72.8,4.83
9.7,335185,6795,0.68,31.7,32.3,1,1,84.3,3.52
9.1,213938,2917,0.75,32.0,23.4,1,0,57.0,3.9
7.7,223738,3585,0.51,48.2,38.5,0,0,66.0,4.6
3.5,69632,1852,0.9,74.7,21.8,1,0,87.6,5.39
2.6,88837,1211,0.98,20.6,28.7,0,1,95.4,4.19
3.3,53932,2150,0.6,67.0,22.8,1,0,93.5,6.5
2.8,101554,1994,0.51,23.5,38.0,1,1,68.7,4.31
11.7,233348,7784,0.58,48.7,19.0,1,0,71.3,5.82
5.3,193584,4173,0.88,58.3,13.0,0,1,71.7,5.4
0.9,20661,379,0.72,61.2,16.4,1,0,92.1,7.41
14.5,480681,10721,0.24,23.5,34.8,1,1,90.4,3.02
13.3,304649,9059,0.63,45.1,22.4,1,1,58.7,4.38
13.9,523917,6695,0.21,55.0,17.4,1,1,49.8,5.17
14.9,271101,9955,0.82,24.0,24.0,1,1,62.7,2.32
2.6,50768,918,0.46,28.1,9.7,1,1,57.3,7.74
5.9,162414,4129,0.58,59.8,5.2,1,1,97.0,8.42
11.4,193902,6439,0.84,51.3,14.8,1,0,56.0,5.4
10.4,207757,4658,0.24,29.7,26.2,1,0,50.9,5.01
2.3,89092,1449,0.33,52.1,29.9,1,1,94.0,6.88
12.2,482307,7597,0.52,74.8,33.9,1,1,45.2,2.84
3.4,82167,1363,0.38,20.9,37.4,1,1,55.6,5.39
3.4,127852,1058,0.47,58.6,19.4,1,1,66.3,7.36
8.1,230528,4163,1.0,24.4,30.9,1,1,75.7,3.46
8.9,193389,5201,0.86,20.4,7.6,0,0,59.7,4.59
8.7,283314,6424,0.91,29.0,7.0,1,1,69.8,4.01
1.4,43190,1049,0.95,45.4,9.4,1,1,51.9,7.15
13.2,522898,7429,0.47,68.1,20.7,1,1,74.5,3.85
4.0,86159,2697,0.44,36.9,12.4,1,0,64.5,6.85
1.9,61782,1010,0.39,57.5,15.0,1,1,91.0,8.6
13.3,217307,8972,0.86,44.7,27.7,1,0,64.9,4.65
14.3,255749,5768,0.74,34.1,17.5,1,0,66.6,4.27
12.9,195246,6279,0.39,50.9,24.5,1,1,75.5,6.28
12.1,485546,7493,0.5,67.8,19.4,1,1,47.4,2.46
9.8,344561,3038,0.61,69.9,10.9,1,1,49.4,4.31
8.3,286457,5464,0.62,70.8,7.6,1,1,87.4,5.54
1.3,36199,937,0.91,40.3,13.3,1,0,56.4,7.86
6.1,137863,3061,0.5,67.6,7.0,0,0,81.1,6.19
5.6,104995,2929,0.93,32.7,26.7,1,1,45.8,3.53
3.9,86174,2827,0.55,64.3,32.9,1,0,89.3,5.13
10.9,264764,7464,0.8,76.9,16.9,1,1,99.3,3.98
7.4,252210,3303,0.94,20.8,18.5,1,1,62.4,4.29
1.2,34637,562,0.93,46.4,33.6,1,0,70.3,6.63
3.3,55939,2112,0.25,58.9,12.8,1,1,66.6,8.46
10.2,158353,5961,0.36,62.1,9.2,1,0,93.7,7.04
1.1,20051,435,0.58,30.6,22.5,1,1,40.6,6.14
12.8,322554,5809,0.55,78.3,27.6,1,1,79.2,3.19
7.4,284683,5570,0.71,56.9,26.0,1,1,79.1,6.23
7.2,223005,4643,0.96,29.9,30.0,1,0,62.9,2.69
8.9,311420,7047,0.29,21.2,7.0,1,0,53.2,5.85
12.4,329782,8455,0.56,67.0,20.0,0,0,54.4,3.51
5.2,125429,4022,0.35,24.8,13.3,1,1,88.0,7.22
10.2,180115,4150,0.92,28.5,31.6,1,1,44.0,2.74
8.5,313118,5819,0.97,54.5,35.5,0,0,73.8,3.94
4.0,138504,1242,0.58,56.2,14.8,1,1,58.4,6.97
13.2,253084,8374,0.28,61.2,8.3,0,1,55.9,5.8
12.0,332605,6395,0.83,43.6,13.9,1,1,70.3,4.99
9.9,268494,4675,0.76,66.4,8.6,1,0,93.9,5.46
12.8,390765,9329,0.48,78.5,16.3,1,1,77.1,3.02
13.0,502875,9460,0.91,36.3,23.8,0,0,87.3,2.0
10.6,313390,3306,0.98,62.2,39.1,1,1,76.0,2.44
12.6,357891,7593,0.65,75.7,19.0,0,0,81.9,2.81
10.5,170093,5063,0.65,61.2,12.7,1,1,65.9,4.85
10.2,169076,5181,0.44,60.9,10.8,1,1,95.6,5.47
9.3,182648,6644,0.67,33.4,11.1,1,1,70.1,4.32
11.3,178527,5136,0.55,52.1,11.7,0,1,73.1,5.6
2.4,79898,1836,0.44,53.8,31.7,0,0,71.5,7.91
13.2,437131,5151,0.25,62.0,7.1,0,1,59.0,4.26
13.1,240647,8257,0.4,79.8,39.9,1,1,53.9,2.54
0.4,15751,279,0.36,22.0,23.3,1,0,44.4,7.0
12.4,233743,5278,0.63,23.9,24.0,1,1,83.1,4.33
1.9,43550,894,0.68,24.7,17.5,1,1,57.4,5.56
5.0,106691,3606,0.69,64.6,29.2,1,1,63.4,5.1
11.2,271094,7594,0.51,28.2,21.5,1,1,95.2,5.17
2.4,51523,1120,0.54,57.3,16.5,1,0,74.0,8.62
12.3,334022,6957,0.87,39.5,14.3,1,1,45.8,2.45
12.5,314362,4130,0.58,47.4,37.4,0,1,88.0,3.73
7.6,301925,3078,0.99,32.9,15.2,1,0,55.4,2.88
0.1,1571,52,0.55,72.0,20.3,1,1,73.2,6.32
4.3,79888,1477,0.72,55.2,17.3,1,0,70.6,7.08
9.3,151030,6678,0.24,76.7,8.0,1,0,54.3,6.0
14.7,451042,9699,0.72,54.5,11.5,1,0,46.9,4.37
9.5,155073,7315,0.88,27.4,11.6,1,1,52.7,4.85
3.9,139947,2520,0.95,30.3,29.3,1,1,45.8,3.49
9.5,264366,7325,1.0,79.3,19.2,0,0,56.5,2.93
8.1,228213,4676,0.43,63.5,32.4,0,1,99.8,3.71
11.7,339699,7020,0.66,23.0,29.8,1,0,64.1,4.38
1.6,30923,1265,0.56,62.2,11.7,1,1,91.8,6.46
11.4,227649,7090,0.65,44.7,24.7,1,1,73.0,4.95
8.1,186497,2561,0.33,38.4,31.0,1,1,80.0,5.41
14.4,430998,9561,0.88,29.2,27.2,1,1,49.4,2.0
5.1,103859,3860,0.93,70.4,26.0,1,1,56.5,4.85
9.5,169938,6622,0.56,23.8,30.9,0,1,70.6,4.1
14.0,548772,8275,0.42,37.4,7.0,1,1,92.9,4.26
1.5,23910,977,0.31,38.4,30.6,1,1,42.6,6.36
14.1,492993,11178,0.75,29.7,14.5,1,1,70.4,3.41
10.3,358054,3563,0.45,50.5,25.0,1,1,43.1,4.63
1.0,22824,645,0.93,20.7,13.5,1,1,67.4,6.22
4.5,83024,1994,0.74,38.1,34.4,1,1,77.7,4.56
10.6,198013,6586,0.72,76.0,21.8,0,1,84.7,3.77
1.0,32769,610,0.65,38.6,27.5,1,0,48.3,5.69
8.7,271322,3290,0.24,41.6,32.8,0,1,50.0,5.15
5.2,179351,2093,0.95,48.4,36.3,1,1,68.2,4.75
9.3,357992,5689,0.7,53.7,30.6,1,1,99.9,5.83
0.7,22161,250,1.0,68.5,10.2,1,1,61.4,4.89
13.1,247032,5655,0.63,31.4,34.9,1,0,65.7,2.66
14.6,307906,10479,0.77,72.3,26.7,1,0,65.9,3.19
14.5,523991,6737,0.24,65.5,26.3,1,1,44.8,2.78
11.2,227512,6117,0.71,63.4,37.2,1,0,86.5,4.13
2.0,32807,1504,0.81,25.2,13.7,1,0,55.2,6.08
11.4,370586,4704,0.82,21.3,13.4,1,0,82.2,3.33
0.4,9243,182,0.82,55.6,23.0,1,1,68.5,7.23
0.3,12611,200,0.38,71.8,31.3,1,1,76.7,6.8
4.9,151723,3290,0.98,55.1,20.7,1,1,43.2,5.42
7.3,126513,5503,1.0,32.8,27.2,1,0,93.4,4.21
11.6,447180,8756,0.26,25.4,20.8,1,1,54.6,3.79
10.2,219993,7055,0.95,62.0,26.4,1,0,80.2,3.34
6.7,156715,2770,0.43,63.3,33.8,1,0,87.9,4.75
4.1,102842,1282,0.75,30.4,11.3,0,1,72.4,4.55
15.0,243507,7357,0.47,21.7,29.3,1,0,60.2,3.68
6.4,175243,2370,0.97,44.5,32.6,1,0,98.7,5.39
6.8,122436,4436,0.28,55.0,20.6,1,0,56.7,7.7
2.5,61418,1548,0.6,62.4,16.3,1,0,96.9,6.68
11.9,283362,3839,0.54,68.6,5.5,0,1,49.4,3.26
10.4,357118,7474,0.46,56.6,32.9,0,0,63.4,4.63
3.3,116167,1405,0.72,26.7,16.5,1,1,48.3,6.15
1.2,23275,638,0.3,61.0,17.5,1,1,40.1,6.46
10.2,246652,6471,0.77,79.1,16.8,1,0,55.6,4.29
9.8,238901,5053,0.98,74.3,22.5,1,1,45.2,2.82
4.1,76999,2134,0.84,72.3,29.6,1,1,99.2,4.45
14.3,498652,4747,0.89,38.1,32.0,0,1,85.7,2.18
2.3,74050,1135,0.49,65.0,18.7,1,1,40.2,5.56
6.5,128141,4426,0.46,71.1,28.2,1,1,53.4,4.1
14.2,342080,10723,0.61,60.7,30.2,1,0,80.2,3.05
6.3,111092,3190,0.24,35.0,15.4,1,1,63.9,6.14
9.6,294091,4902,0.96,77.2,8.4,0,1,89.9,4.24
6.0,107555,3884,0.32,47.0,36.3,1,1,70.3,6.34
4.1,163083,3173,0.92,27.8,28.7,1,1,79.2,5.65
14.8,509460,6399,0.27,26.6,27.7,1,1,75.8,2.85
6.1,152002,3193,0.86,58.9,7.1,1,0,78.3,7.4
13.4,395157,9361,0.32,46.3,33.6,1,1,53.8,3.51
3.4,130328,2086,0.23,25.7,24.8,1,1,62.4,6.06
3.2,92229,1136,0.78,64.4,34.7,0,0,43.0,4.12
0.5,9042,287,0.42,68.0,39.1,1,0,75.3,5.73
9.8,239171,3845,0.77,63.5,38.5,1,1,67.6,3.66
5.5,199439,3069,0.64,32.1,35.0,0,1,85.6,4.34
13.0,403292,7320,0.29,61.4,5.4,1,0,52.4,4.65
7.1,221946,5239,0.95,20.6,36.0,1,0,66.2,3.54
14.5,532563,7715,0.56,38.3,7.6,0,1,50.8,2.36
2.8,103939,1224,0.79,43.9,34.8,1,0,76.8,7.12
13.0,495048,5413,0.6,70.1,14.8,1,0,90.9,4.54
11.6,202357,8587,0.68,43.4,26.4,1,1,85.9,5.62
11.6,330762,4458,0.44,20.7,6.3,0,1,96.7,5.29
12.7,424665,6500,0.36,41.1,32.0,1,1,98.3,4.65
11.4,387245,4493,0.63,49.9,8.9,0,1,86.3,6.26
9.4,283376,6450,0.55,76.9,19.4,1,1,57.2,4.09
2.0,37739,1058,0.51,76.5,33.6,1,1,53.2,5.81
0.5,17045,232,0.74,30.9,29.3,0,0,66.9,5.78
13.8,455858,6638,0.75,31.1,5.2,0,0,99.6,4.42
9.2,158665,6716,0.24,29.8,19.1,0,0,64.8,4.86
11.9,317762,6893,0.47,67.3,6.5,1,1,51.9,3.93
7.2,139758,4759,0.53,20.4,28.6,0,1,96.7,6.0
1.8,41240,1317,0.28,27.6,38.9,1,1,63.2,5.08
1.9,29016,1410,0.39,52.3,27.9,1,1,81.5,7.44
10.3,257172,4774,0.24,34.9,12.9,1,1,87.3,5.81
6.5,185550,5010,1.0,25.5,17.4,0,1,90.6,4.15
3.0,91709,940,0.79,41.6,39.2,1,0,89.3,6.26
7.4,232922,3602,0.27,36.5,12.8,0,1,90.2,6.19
1.0,34584,720,0.22,50.7,24.7,1,1,80.1,9.13
8.7,177966,3818,0.78,78.8,19.0,0,1,64.2,3.74
4.0,72677,1761,0.55,27.5,31.9,0,0,80.0,5.17
12.0,434133,5399,0.83,42.4,35.4,1,1,90.2,3.95
4.7,88059,2822,0.94,75.9,16.9,1,1,61.0,4.42
6.8,268823,3545,0.68,72.6,28.1,1,1,57.8,2.97
0.2,6286,116,0.35,43.7,24.2,1,1,60.6,8.33
1.1,29908,812,0.83,61.9,14.7,1,0,73.1,6.69
5.9,232762,3751,0.96,25.3,14.5,1,0,43.1,3.97
7.2,125512,2896,0.66,62.8,23.9,1,1,86.7,3.89
9.0,203197,6897,0.75,78.4,10.4,1,1,48.3,3.94
4.4,135429,1891,0.47,52.2,33.4,0,1,48.0,6.21
10.4,247589,3909,0.51,49.9,7.4,1,1,51.9,5.48
12.9,492970,4451,0.79,31.2,8.3,1,1,74.6,3.64
11.7,194658,6804,0.94,58.0,17.0,1,0,57.1,4.78
0.6,17077,212,0.7,55.4,9.1,1,1,62.1,7.98
7.2,214582,2662,0.83,59.1,21.6,1,1,95.9,5.79
1.6,49293,708,0.34,21.6,19.0,1,1,90.8,6.67
3.6,77666,1600,0.37,52.9,30.3,1,0,91.1,8.73
14.8,356888,8911,0.63,55.7,38.4,1,0,74.7,4.53
2.1,77144,1514,0.34,32.5,31.4,1,0,92.0,7.09
7.5,148720,5094,0.71,32.5,11.3,1,1,86.7,5.89
9.3,330760,3999,0.43,36.6,37.7,1,1,97.2,4.44
10.5,306272,4454,0.83,62.7,18.7,1,1,43.9,3.43
8.4,285880,6572,0.85,56.4,21.6,1,0,41.7,4.59
0.1,4813,45,0.57,70.7,19.8,1,0,50.5,7.15
4.9,98858,3623,0.34,37.7,14.8,1,1,95.7,7.53
7.8,226915,3105,0.72,74.7,36.3,1,1,76.3,3.86
1.3,48361,1020,0.99,64.6,16.6,1,1,65.6,5.11
5.3,135708,2478,0.7,43.7,25.3,1,0,70.8,6.0
0.5,19506,259,0.23,25.7,13.4,1,0,89.8,8.44
1.2,31006,770,0.21,35.4,32.9,1,1,95.7,7.91
6.0,110561,3536,0.46,77.4,32.1,1,0,83.8,5.02
2.0,49243,914,0.36,38.6,15.4,1,1,85.6,7.71
8.5,330245,4911,0.85,39.8,28.9,1,0,59.2,3.01
10.3,237793,6881,0.88,31.4,29.6,1,0,68.0,3.13
12.0,440752,3857,0.41,68.4,24.7,0,1,93.1,3.1
3.0,111177,917,0.46,36.5,26.0,0,1,87.2,5.33
2.5,59677,1329,0.39,39.8,25.1,0,0,81.1,6.66
1.6,26793,574,0.93,44.9,7.9,0,1,43.9,6.94
9.5,316121,6035,0.6,46.0,28.5,1,1,42.4,4.76
10.6,241485,4313,0.72,44.7,21.4,1,0,47.8,4.91
0.5,16380,245,0.53,50.2,20.3,0,0,74.9,7.48
14.0,366055,5601,0.7,68.9,35.1,1,1,72.2,2.35
0.8,21151,448,0.51,69.2,5.8,1,0,96.6,7.91
8.1,279696,2907,0.47,67.9,13.8,1,1,81.7,5.41
10.6,261208,3314,0.71,26.1,9.2,1,1,57.6,3.98
13.1,340699,4253,0.67,68.0,6.2,1,0,49.7,3.77
10.7,261407,8324,0.43,27.2,14.6,1,0,91.0,5.59
12.0,290829,4463,0.32,27.5,39.6,1,0,67.6,3.97
5.1,143326,3331,0.49,76.9,14.5,1,0,79.2,6.94
12.2,430472,4082,0.53,69.2,28.2,1,0,73.9,3.34
1.2,28894,426,0.7,53.1,9.1,1,1,46.4,7.82
13.4,377251,7442,0.93,72.5,26.1,1,1,43.4,2.59
8.2,260940,4373,0.23,79.4,39.5,1,1,62.6,4.58
12.3,266472,9511,0.39,56.6,15.2,1,1,61.7,6.53
6.8,148845,5241,0.35,56.8,34.7,1,0,80.4,6.61
9.7,370076,6659,0.6,65.3,39.9,1,0,77.9,3.04
7.9,261267,4746,0.54,33.9,25.6,1,0,98.1,5.18
11.0,322957,5788,0.78,30.0,15.8,1,0,91.5,4.34
1.2,38194,585,0.39,65.6,28.6,0,0,69.8,6.72
0.9,14242,700,0.68,40.7,34.6,0,1,70.0,6.14
3.7,112874,2229,0.91,28.1,11.0,0,1,80.4,5.05
2.4,66381,1411,0.93,38.9,20.8,0,1,46.8,4.75
13.1,374567,5439,0.97,41.5,16.2,1,0,100.0,5.2
3.3,78870,1063,0.82,77.9,14.9,0,1,71.1,5.09
14.6,249385,11309,0.92,61.9,35.1,1,1,94.6,2.6
5.1,100227,2309,0.39,51.9,19.8,1,0,98.0,7.78
2.7,105907,1424,0.36,78.1,16.9,1,0,74.9,6.36
11.8,298713,4233,0.21,74.2,26.1,0,1,46.2,2.84
9.9,263487,7099,0.77,50.7,12.7,1,1,74.4,5.87
7.5,121941,2345,0.95,74.3,13.0,0,1,75.9,4.66
8.3,132780,5973,0.35,44.3,23.2,1,1,87.4,7.55
10.8,355245,3993,0.71,33.8,19.3,1,0,42.9,3.91
3.4,97501,2547,0.8,34.0,15.3,1,0,68.0,6.42
14.9,414241,9937,0.94,59.7,6.9,0,1,95.4,4.5
14.6,308202,5590,0.72,50.1,23.2,1,0,99.5,5.28
9.8,327947,5686,0.98,59.5,33.6,1,0,51.5,4.6
3.0,57486,1366,0.48,61.2,34.8,1,1,92.2,5.54
10.2,201501,3970,0.48,21.3,13.2,1,0,48.8,4.29
1.1,28718,790,0.63,23.2,26.0,1,0,90.5,6.41
0.5,10188,231,0.51,52.0,35.0,1,1,56.6,6.89
3.9,81891,1930,0.2,31.5,19.3,1,0,97.6,7.58
6.9,216028,2671,0.79,58.0,37.6,0,1,81.7,4.38
13.0,407319,6402,0.8,53.1,36.6,0,0,63.9,3.45
10.9,388449,8026,0.8,55.1,12.3,1,1,56.9,4.54
11.1,283447,5365,0.48,38.1,14.1,0,0,54.1,4.78
6.4,107397,4951,0.62,58.4,11.3,1,0,80.8,7.03
5.2,113337,4012,0.49,69.8,11.9,0,1,93.7,6.07
5.6,219841,2073,0.21,79.9,36.8,1,0,85.3,5.57
14.8,443057,5758,0.65,70.3,37.6,1,0,90.1,2.76
0.6,19700,440,0.3,53.4,6.8,1,1,86.9,10.06
13.0,197474,6456,0.26,31.6,25.8,1,0,98.7,5.52
8.7,242654,2623,0.8,60.9,24.7,1,0,85.5,4.27
6.6,104861,2875,0.21,76.3,18.7,1,1,52.6,6.24
10.9,317997,6514,0.97,32.7,27.1,1,1,87.5,3.41
7.3,277542,5107,0.61,35.4,38.2,1,1,59.3,3.56
13.1,513710,4804,0.99,28.9,11.0,1,1,99.7,3.27
13.5,385237,4800,0.25,64.2,9.2,1,1,62.6,4.92
6.3,167350,4814,0.67,44.4,6.2,1,1,57.6,6.0
4.2,160389,2805,0.48,23.8,17.7,1,0,54.4,5.62
8.9,282909,5286,0.87,72.5,16.8,1,0,79.5,4.47
13.7,227486,9369,0.49,53.5,20.1,1,1,46.6,4.92
3.2,84191,1626,0.41,39.9,22.6,1,1,97.2,6.52
9.3,196292,6347,0.89,40.6,31.5,1,1,57.7,4.66
9.5,253367,4603,0.5,37.4,18.7,1,0,57.7,4.89
11.0,290166,4641,0.21,47.3,16.6,1,0,42.8,6.61
2.0,58325,1311,0.51,40.2,33.9,1,1,54.8,6.35
10.7,256830,5474,0.72,52.9,34.7,1,1,65.1,3.77
13.6,260530,10781,0.4,66.4,13.1,1,1,62.2,4.75
2.7,74370,1280,0.55,60.5,16.0,0,0,56.4,5.46
3.6,127401,2711,0.25,37.7,33.9,1,0,42.4,5.12
14.6,460446,11168,0.67,51.7,7.8,1,0,58.0,4.48
2.7,63684,1143,0.81,70.4,16.4,1,1,86.7,6.48
12.8,491973,8960,0.53,24.1,20.7,0,1,66.3,2.87
7.4,279160,3814,0.54,24.7,11.5,0,1,57.4,4.66
3.7,75036,2814,0.27,53.4,11.3,0,1,58.3,8.19
13.1,208790,6858,0.36,58.3,19.9,1,1,73.3,6.06
6.7,223984,4490,0.32,32.7,31.4,1,1,58.1,5.22
7.7,275609,4120,0.59,64.7,34.4,0,0,77.8,3.29
5.4,211211,2230,0.62,58.8,39.3,1,0,99.4,5.88
8.9,331275,3555,0.96,75.4,7.6,1,1,42.5,2.77
2.5,73619,1258,0.26,30.1,12.6,1,0,50.1,7.25
5.9,165728,3976,0.68,65.1,31.5,1,1,50.7,4.22
14.5,228239,8762,0.62,25.0,23.9,1,1,66.8,3.09
3.9,81956,2495,0.61,53.9,16.5,0,0,42.5,6.55
9.9,260958,4346,0.9,53.1,12.2,1,0,68.7,6.29
4.9,149811,2638,0.36,43.3,14.8,1,0,95.7,8.13
11.6,335664,3738,0.23,70.7,20.0,1,1,40.7,4.23
2.0,65893,1391,0.74,20.3,11.2,1,0,61.9,5.9
14.5,319956,11564,0.48,51.2,38.7,1,1,85.7,5.09
6.8,198241,3427,0.21,33.0,8.8,1,0,49.3,6.61
3.5,60914,1082,0.4,64.6,39.5,1,1,44.7,4.1
1.1,27938,424,0.45,22.6,34.5,0,0,77.8,5.84
2.5,85950,1595,0.69,69.9,19.8,1,1,40.6,4.01
7.8,252104,4725,0.34,70.3,30.9,1,1,88.1,5.5
5.1,201019,3508,0.53,70.0,28.5,1,1,44.0,5.39
12.4,272876,5308,0.59,29.2,12.5,1,1,71.5,3.17
6.5,177449,4407,0.57,57.8,16.9,1,1,84.4,6.31
3.7,86695,2403,0.98,20.9,23.0,0,0,54.5,4.26
9.3,240826,4271,0.24,70.9,27.3,0,1,46.2,4.05
10.6,386152,6072,0.96,63.4,24.0,1,1,50.5,2.05
2.5,80444,936,0.67,51.9,21.6,1,1,91.3,6.7
2.5,93182,1323,0.84,63.8,20.5,0,0,82.3,5.53
0.6,11050,407,0.54,25.7,22.4,1,0,51.9,6.78
11.0,406870,5640,0.56,51.7,20.2,1,0,83.0,7.19
10.0,164232,7167,0.9,37.5,23.9,1,0,82.5,4.76
7.1,264951,4237,0.92,78.4,36.1,1,1,99.9,2.99
12.7,294111,5014,0.39,71.4,27.1,0,0,63.5,3.65
12.1,276321,7137,0.36,64.0,30.3,1,0,91.9,4.98
8.8,244112,4855,0.6,76.0,25.9,1,1,66.8,3.75
13.0,501651,6503,0.92,40.8,27.5,0,1,93.9,3.83
3.1,50003,1111,0.46,74.1,25.2,1,1,45.5,5.84
1.7,39965,853,0.72,39.5,5.9,1,0,50.5,7.06
4.0,147341,1361,0.77,64.0,40.0,1,0,91.0,5.16
0.9,21323,299,0.82,64.2,6.2,1,1,89.2,6.97
8.0,159183,4047,0.65,21.1,18.8,1,0,58.3,4.51
14.0,359936,6360,0.52,41.7,8.7,1,0,75.8,5.34
0.6,14541,450,0.97,21.2,8.4,1,0,63.0,6.28
1.8,69393,894,0.69,79.8,32.8,1,1,40.6,4.37
6.8,230950,4605,0.78,27.3,19.9,0,0,41.6,3.51
14.0,387015,7916,0.48,52.6,33.0,0,1,43.3,4.02
4.7,188315,3092,0.74,67.4,14.5,0,1,75.6,5.55
7.6,202630,3272,0.41,32.1,14.0,1,1,56.8,4.65
0.6,10262,481,0.4,49.1,13.8,1,0,48.6,8.46
2.2,47967,1257,0.77,56.4,26.6,1,0,96.5,7.38
14.8,383332,10591,0.62,29.6,33.5,1,1,47.3,2.11
14.5,273938,6985,0.75,66.7,20.8,1,0,80.4,2.47
0.1,2867,26,0.42,38.0,18.3,1,1,93.6,6.77
14.3,487869,9093,0.68,32.7,39.1,1,1,49.8,2.0
9.6,208102,2913,0.56,53.5,9.1,1,0,52.9,6.95
13.0,387570,6999,0.68,44.6,22.0,1,1,74.4,4.72
6.8,225343,2704,0.43,75.2,19.3,0,1,70.5,5.2
7.7,298004,4746,0.77,72.8,8.4,1,1,71.3,4.72
7.3,271610,5791,0.84,49.0,14.4,0,1,73.3,6.06
10.0,278881,5324,0.41,41.6,6.0,0,1,97.0,7.73
2.1,71989,1485,0.44,39.5,35.7,1,1,43.2,4.67
0.4,13063,249,0.73,36.1,26.3,1,1,85.6,6.51
4.6,133107,2531,0.76,52.7,33.5,0,1,54.0,5.37
10.6,188874,8088,0.76,68.3,23.3,1,0,62.4,5.18
3.0,54965,2256,0.75,38.6,26.0,1,0,45.4,4.62
10.1,285249,6999,0.51,31.4,29.5,1,0,66.7,4.04
14.5,316020,6520,0.52,48.5,36.8,0,0,88.3,3.99
1.4,21868,806,0.4,24.1,8.2,1,0,45.9,6.63
10.1,333654,4156,0.33,62.1,16.6,1,1,56.5,4.77
6.7,105250,3474,0.75,51.1,29.8,1,0,62.4,6.06
13.0,389126,7059,0.27,49.8,38.5,1,1,46.2,4.56
2.7,75678,1902,0.95,38.0,39.3,0,1,85.7,4.21
10.4,407476,7771,0.86,74.3,27.3,1,1,87.2,2.93
12.6,340761,6378,0.89,25.4,11.8,1,1,90.2,3.57
14.2,235068,4376,0.93,72.2,9.2,1,0,75.0,3.31
10.2,295083,7491,0.53,42.6,38.1,0,1,70.4,4.11
